State,State_Initial,SA4 Name 2016,Population,Month,Year,Year-Month,Crash_Count,Fatality_Count,Crash_Count_per_100000_population,Fatality_Count_per_100000_population
Tasmania,Tas,Launceston and North East,148023,5,2018,2018-5,2,2,1.351141377,1.351141377
Tasmania,Tas,Launceston and North East,148023,5,2019,2019-5,1,1,0.675570688,0.675570688
Tasmania,Tas,Launceston and North East,148023,5,2021,2021-5,2,2,1.351141377,1.351141377
Tasmania,Tas,Launceston and North East,148023,6,2017,2017-6,2,2,1.351141377,1.351141377
Tasmania,Tas,Launceston and North East,148023,6,2018,2018-6,1,1,0.675570688,0.675570688
Tasmania,Tas,Launceston and North East,148023,6,2021,2021-6,1,1,0.675570688,0.675570688
Tasmania,Tas,Launceston and North East,148023,7,2017,2017-7,1,1,0.675570688,0.675570688
Tasmania,Tas,Launceston and North East,148023,7,2018,2018-7,1,1,0.675570688,0.675570688
Tasmania,Tas,Launceston and North East,148023,7,2020,2020-7,1,1,0.675570688,0.675570688
Tasmania,Tas,Launceston and North East,148023,7,2021,2021-7,3,5,2.026712065,3.377853442
Tasmania,Tas,Launceston and North East,148023,8,2017,2017-8,1,1,0.675570688,0.675570688
Tasmania,Tas,Launceston and North East,148023,8,2018,2018-8,1,1,0.675570688,0.675570688
Tasmania,Tas,Launceston and North East,148023,8,2020,2020-8,2,3,1.351141377,2.026712065
Tasmania,Tas,Launceston and North East,148023,8,2021,2021-8,2,3,1.351141377,2.026712065
Tasmania,Tas,Launceston and North East,148023,9,2015,2015-9,1,1,0.675570688,0.675570688
Tasmania,Tas,Launceston and North East,148023,9,2018,2018-9,2,2,1.351141377,1.351141377
Tasmania,Tas,Launceston and North East,148023,10,2015,2015-10,1,1,0.675570688,0.675570688
Tasmania,Tas,Launceston and North East,148023,10,2016,2016-10,1,1,0.675570688,0.675570688
Tasmania,Tas,Launceston and North East,148023,10,2017,2017-10,1,1,0.675570688,0.675570688
Tasmania,Tas,Launceston and North East,148023,10,2019,2019-10,1,1,0.675570688,0.675570688
Tasmania,Tas,Launceston and North East,148023,10,2020,2020-10,1,3,0.675570688,2.026712065
Tasmania,Tas,Launceston and North East,148023,11,2015,2015-11,1,1,0.675570688,0.675570688
Tasmania,Tas,Launceston and North East,148023,11,2017,2017-11,3,3,2.026712065,2.026712065
Tasmania,Tas,Launceston and North East,148023,11,2018,2018-11,2,2,1.351141377,1.351141377
Tasmania,Tas,Launceston and North East,148023,12,2016,2016-12,2,2,1.351141377,1.351141377
Tasmania,Tas,Launceston and North East,148023,12,2018,2018-12,2,2,1.351141377,1.351141377
Tasmania,Tas,Launceston and North East,148023,12,2019,2019-12,1,1,0.675570688,0.675570688
Queensland,Qld,Logan - Beaudesert,357143,1,2018,2018-1,1,1,0.279999888,0.279999888
Queensland,Qld,Logan - Beaudesert,357143,1,2021,2021-1,2,2,0.559999776,0.559999776
Queensland,Qld,Logan - Beaudesert,357143,2,2018,2018-2,2,2,0.559999776,0.559999776
Queensland,Qld,Logan - Beaudesert,357143,2,2021,2021-2,3,3,0.839999664,0.839999664
Queensland,Qld,Logan - Beaudesert,357143,3,2018,2018-3,5,6,1.39999944,1.679999328
Queensland,Qld,Logan - Beaudesert,357143,3,2019,2019-3,1,1,0.279999888,0.279999888
Queensland,Qld,Logan - Beaudesert,357143,4,2019,2019-4,1,1,0.279999888,0.279999888
Queensland,Qld,Logan - Beaudesert,357143,4,2020,2020-4,2,2,0.559999776,0.559999776
Queensland,Qld,Logan - Beaudesert,357143,4,2021,2021-4,1,1,0.279999888,0.279999888
Queensland,Qld,Logan - Beaudesert,357143,5,2019,2019-5,2,2,0.559999776,0.559999776
Queensland,Qld,Logan - Beaudesert,357143,5,2020,2020-5,2,2,0.559999776,0.559999776
Queensland,Qld,Logan - Beaudesert,357143,5,2021,2021-5,1,1,0.279999888,0.279999888
Queensland,Qld,Logan - Beaudesert,357143,6,2018,2018-6,2,2,0.559999776,0.559999776
Queensland,Qld,Logan - Beaudesert,357143,6,2020,2020-6,4,6,1.119999552,1.679999328
Queensland,Qld,Logan - Beaudesert,357143,7,2020,2020-7,1,1,0.279999888,0.279999888
Queensland,Qld,Logan - Beaudesert,357143,7,2021,2021-7,3,3,0.839999664,0.839999664
Queensland,Qld,Logan - Beaudesert,357143,8,2019,2019-8,1,1,0.279999888,0.279999888
Queensland,Qld,Logan - Beaudesert,357143,8,2020,2020-8,4,5,1.119999552,1.39999944
Queensland,Qld,Logan - Beaudesert,357143,8,2021,2021-8,1,1,0.279999888,0.279999888
Queensland,Qld,Logan - Beaudesert,357143,9,2018,2018-9,1,1,0.279999888,0.279999888
Queensland,Qld,Logan - Beaudesert,357143,10,2020,2020-10,4,4,1.119999552,1.119999552
Queensland,Qld,Logan - Beaudesert,357143,11,2018,2018-11,3,3,0.839999664,0.839999664
Queensland,Qld,Logan - Beaudesert,357143,11,2019,2019-11,1,2,0.279999888,0.559999776
Queensland,Qld,Logan - Beaudesert,357143,11,2020,2020-11,1,1,0.279999888,0.279999888
Queensland,Qld,Mackay - Isaac - Whitsunday,174816,1,2018,2018-1,3,3,1.71609006,1.71609006
Queensland,Qld,Mackay - Isaac - Whitsunday,174816,1,2020,2020-1,2,2,1.14406004,1.14406004
Queensland,Qld,Mackay - Isaac - Whitsunday,174816,2,2019,2019-2,1,1,0.57203002,0.57203002
Queensland,Qld,Mackay - Isaac - Whitsunday,174816,2,2020,2020-2,2,3,1.14406004,1.71609006
Queensland,Qld,Mackay - Isaac - Whitsunday,174816,2,2021,2021-2,1,1,0.57203002,0.57203002
Queensland,Qld,Mackay - Isaac - Whitsunday,174816,3,2018,2018-3,1,2,0.57203002,1.14406004
Queensland,Qld,Mackay - Isaac - Whitsunday,174816,3,2019,2019-3,1,2,0.57203002,1.14406004
Queensland,Qld,Mackay - Isaac - Whitsunday,174816,3,2020,2020-3,2,2,1.14406004,1.14406004
Queensland,Qld,Mackay - Isaac - Whitsunday,174816,3,2021,2021-3,1,1,0.57203002,0.57203002
Queensland,Qld,Mackay - Isaac - Whitsunday,174816,4,2020,2020-4,2,3,1.14406004,1.71609006
Queensland,Qld,Mackay - Isaac - Whitsunday,174816,6,2018,2018-6,1,1,0.57203002,0.57203002
Queensland,Qld,Mackay - Isaac - Whitsunday,174816,6,2020,2020-6,3,3,1.71609006,1.71609006
Queensland,Qld,Mackay - Isaac - Whitsunday,174816,6,2021,2021-6,2,2,1.14406004,1.14406004
Queensland,Qld,Mackay - Isaac - Whitsunday,174816,7,2018,2018-7,2,2,1.14406004,1.14406004
Queensland,Qld,Mackay - Isaac - Whitsunday,174816,7,2020,2020-7,1,1,0.57203002,0.57203002
Queensland,Qld,Mackay - Isaac - Whitsunday,174816,7,2021,2021-7,3,3,1.71609006,1.71609006
Queensland,Qld,Mackay - Isaac - Whitsunday,174816,8,2018,2018-8,2,4,1.14406004,2.288120081
Queensland,Qld,Mackay - Isaac - Whitsunday,174816,8,2019,2019-8,1,1,0.57203002,0.57203002
Queensland,Qld,Mackay - Isaac - Whitsunday,174816,8,2021,2021-8,1,1,0.57203002,0.57203002
Queensland,Qld,Mackay - Isaac - Whitsunday,174816,10,2019,2019-10,1,1,0.57203002,0.57203002
Queensland,Qld,Mackay - Isaac - Whitsunday,174816,10,2020,2020-10,4,4,2.288120081,2.288120081
Queensland,Qld,Mackay - Isaac - Whitsunday,174816,11,2019,2019-11,1,1,0.57203002,0.57203002
Queensland,Qld,Mackay - Isaac - Whitsunday,174816,11,2020,2020-11,2,3,1.14406004,1.71609006
Queensland,Qld,Mackay - Isaac - Whitsunday,174816,12,2018,2018-12,3,3,1.71609006,1.71609006
Queensland,Qld,Mackay - Isaac - Whitsunday,174816,12,2019,2019-12,5,5,2.860150101,2.860150101
Western Australia,WA,Mandurah,105364,2,2019,2019-2,2,2,1.898181542,1.898181542
Western Australia,WA,Mandurah,105364,3,2019,2019-3,2,2,1.898181542,1.898181542
Western Australia,WA,Mandurah,105364,4,2017,2017-4,1,1,0.949090771,0.949090771
Western Australia,WA,Mandurah,105364,5,2015,2015-5,1,1,0.949090771,0.949090771
Western Australia,WA,Mandurah,105364,5,2019,2019-5,1,1,0.949090771,0.949090771
Western Australia,WA,Mandurah,105364,6,2019,2019-6,1,1,0.949090771,0.949090771
Western Australia,WA,Mandurah,105364,7,2015,2015-7,1,1,0.949090771,0.949090771
Western Australia,WA,Mandurah,105364,7,2016,2016-7,1,1,0.949090771,0.949090771
Western Australia,WA,Mandurah,105364,7,2017,2017-7,1,1,0.949090771,0.949090771
Western Australia,WA,Mandurah,105364,7,2018,2018-7,1,1,0.949090771,0.949090771
Western Australia,WA,Mandurah,105364,7,2019,2019-7,1,1,0.949090771,0.949090771
Western Australia,WA,Mandurah,105364,8,2015,2015-8,1,1,0.949090771,0.949090771
Western Australia,WA,Mandurah,105364,9,2015,2015-9,1,1,0.949090771,0.949090771
Western Australia,WA,Mandurah,105364,10,2016,2016-10,2,2,1.898181542,1.898181542
Western Australia,WA,Mandurah,105364,11,2017,2017-11,1,1,0.949090771,0.949090771
Western Australia,WA,Mandurah,105364,11,2018,2018-11,1,1,0.949090771,0.949090771
Western Australia,WA,Mandurah,105364,12,2016,2016-12,1,2,0.949090771,1.898181542
Western Australia,WA,Mandurah,105364,12,2018,2018-12,1,1,0.949090771,0.949090771
Western Australia,WA,Mandurah,105364,12,2019,2019-12,1,1,0.949090771,0.949090771
Victoria,Vic,Melbourne - Inner,713203,1,2015,2015-1,2,2,0.280425068,0.280425068
Victoria,Vic,Melbourne - Inner,713203,2,2015,2015-2,4,4,0.560850137,0.560850137
Victoria,Vic,Melbourne - Inner,713203,2,2016,2016-2,3,3,0.420637602,0.420637602
Victoria,Vic,Melbourne - Inner,713203,2,2018,2018-2,1,1,0.140212534,0.140212534
Victoria,Vic,Melbourne - Inner,713203,2,2019,2019-2,1,1,0.140212534,0.140212534
Victoria,Vic,Melbourne - Inner,713203,2,2021,2021-2,2,2,0.280425068,0.280425068
Victoria,Vic,Melbourne - Inner,713203,3,2015,2015-3,1,2,0.140212534,0.280425068
Victoria,Vic,Melbourne - Inner,713203,3,2016,2016-3,1,1,0.140212534,0.140212534
Victoria,Vic,Melbourne - Inner,713203,3,2017,2017-3,1,1,0.140212534,0.140212534
Victoria,Vic,Melbourne - Inner,713203,3,2018,2018-3,1,1,0.140212534,0.140212534
Victoria,Vic,Melbourne - Inner,713203,3,2020,2020-3,3,3,0.420637602,0.420637602
Victoria,Vic,Melbourne - Inner,713203,3,2021,2021-3,1,1,0.140212534,0.140212534
Victoria,Vic,Melbourne - Inner,713203,4,2016,2016-4,2,2,0.280425068,0.280425068
Victoria,Vic,Melbourne - Inner,713203,4,2017,2017-4,2,2,0.280425068,0.280425068
Victoria,Vic,Melbourne - Inner,713203,4,2019,2019-4,1,1,0.140212534,0.140212534
Victoria,Vic,Melbourne - Inner,713203,5,2015,2015-5,1,1,0.140212534,0.140212534
Victoria,Vic,Melbourne - Inner,713203,5,2016,2016-5,1,1,0.140212534,0.140212534
Victoria,Vic,Melbourne - Inner,713203,5,2017,2017-5,1,1,0.140212534,0.140212534
Victoria,Vic,Melbourne - Inner,713203,5,2018,2018-5,1,1,0.140212534,0.140212534
Victoria,Vic,Melbourne - Inner,713203,6,2017,2017-6,1,1,0.140212534,0.140212534
Victoria,Vic,Melbourne - Inner,713203,6,2018,2018-6,3,3,0.420637602,0.420637602
Victoria,Vic,Melbourne - Inner,713203,6,2019,2019-6,1,1,0.140212534,0.140212534
Victoria,Vic,Melbourne - Inner,713203,6,2020,2020-6,1,1,0.140212534,0.140212534
Victoria,Vic,Melbourne - Inner,713203,7,2016,2016-7,1,1,0.140212534,0.140212534
Victoria,Vic,Melbourne - Inner,713203,7,2017,2017-7,2,2,0.280425068,0.280425068
Victoria,Vic,Melbourne - Inner,713203,7,2018,2018-7,1,1,0.140212534,0.140212534
Victoria,Vic,Melbourne - Inner,713203,8,2015,2015-8,1,1,0.140212534,0.140212534
Victoria,Vic,Melbourne - Inner,713203,8,2018,2018-8,1,1,0.140212534,0.140212534
Victoria,Vic,Melbourne - Inner,713203,8,2019,2019-8,3,3,0.420637602,0.420637602
Victoria,Vic,Melbourne - Inner,713203,8,2021,2021-8,1,3,0.140212534,0.420637602
Victoria,Vic,Melbourne - Inner,713203,10,2016,2016-10,1,1,0.140212534,0.140212534
Victoria,Vic,Melbourne - Inner,713203,10,2017,2017-10,2,2,0.280425068,0.280425068
Victoria,Vic,Melbourne - Inner,713203,10,2018,2018-10,1,1,0.140212534,0.140212534
Victoria,Vic,Melbourne - Inner,713203,10,2020,2020-10,3,3,0.420637602,0.420637602
Victoria,Vic,Melbourne - Inner,713203,11,2016,2016-11,2,2,0.280425068,0.280425068
Victoria,Vic,Melbourne - Inner,713203,11,2017,2017-11,1,1,0.140212534,0.140212534
Victoria,Vic,Melbourne - Inner,713203,11,2018,2018-11,3,3,0.420637602,0.420637602
Victoria,Vic,Melbourne - Inner,713203,11,2019,2019-11,1,1,0.140212534,0.140212534
Victoria,Vic,Melbourne - Inner,713203,11,2020,2020-11,1,1,0.140212534,0.140212534
Victoria,Vic,Melbourne - Inner,713203,12,2015,2015-12,2,2,0.280425068,0.280425068
Victoria,Vic,Melbourne - Inner,713203,12,2016,2016-12,1,1,0.140212534,0.140212534
Victoria,Vic,Melbourne - Inner East,400191,1,2016,2016-1,1,1,0.249880682,0.249880682
Victoria,Vic,Melbourne - Inner East,400191,1,2019,2019-1,1,1,0.249880682,0.249880682
Victoria,Vic,Melbourne - Inner East,400191,2,2018,2018-2,1,1,0.249880682,0.249880682
Victoria,Vic,Melbourne - Inner East,400191,3,2015,2015-3,1,1,0.249880682,0.249880682
Victoria,Vic,Melbourne - Inner East,400191,3,2018,2018-3,2,2,0.499761364,0.499761364
Victoria,Vic,Melbourne - Inner East,400191,3,2021,2021-3,1,1,0.249880682,0.249880682
Victoria,Vic,Melbourne - Inner East,400191,4,2016,2016-4,1,1,0.249880682,0.249880682
Victoria,Vic,Melbourne - Inner East,400191,4,2019,2019-4,1,1,0.249880682,0.249880682
Victoria,Vic,Melbourne - Inner East,400191,4,2020,2020-4,3,6,0.749642046,1.499284092
Victoria,Vic,Melbourne - Inner East,400191,5,2017,2017-5,1,1,0.249880682,0.249880682
Victoria,Vic,Melbourne - Inner East,400191,6,2016,2016-6,1,1,0.249880682,0.249880682
Victoria,Vic,Melbourne - Inner East,400191,7,2016,2016-7,1,1,0.249880682,0.249880682
Victoria,Vic,Melbourne - Inner East,400191,7,2017,2017-7,1,1,0.249880682,0.249880682
Victoria,Vic,Melbourne - Inner East,400191,7,2019,2019-7,2,2,0.499761364,0.499761364
Victoria,Vic,Melbourne - Inner East,400191,7,2021,2021-7,1,1,0.249880682,0.249880682
Victoria,Vic,Melbourne - Inner East,400191,8,2015,2015-8,1,1,0.249880682,0.249880682
Victoria,Vic,Melbourne - Inner East,400191,8,2016,2016-8,1,1,0.249880682,0.249880682
Victoria,Vic,Melbourne - Inner East,400191,8,2018,2018-8,1,1,0.249880682,0.249880682
Victoria,Vic,Melbourne - Inner East,400191,9,2015,2015-9,1,1,0.249880682,0.249880682
Victoria,Vic,Melbourne - Inner East,400191,9,2016,2016-9,1,2,0.249880682,0.499761364
Victoria,Vic,Melbourne - Inner East,400191,9,2017,2017-9,1,1,0.249880682,0.249880682
Victoria,Vic,Melbourne - Inner East,400191,9,2020,2020-9,1,1,0.249880682,0.249880682
Victoria,Vic,Melbourne - Inner East,400191,10,2015,2015-10,1,1,0.249880682,0.249880682
Victoria,Vic,Melbourne - Inner East,400191,10,2017,2017-10,1,1,0.249880682,0.249880682
Victoria,Vic,Melbourne - Inner East,400191,10,2018,2018-10,1,1,0.249880682,0.249880682
Victoria,Vic,Melbourne - Inner East,400191,11,2016,2016-11,2,2,0.499761364,0.499761364
Victoria,Vic,Melbourne - Inner East,400191,11,2018,2018-11,1,1,0.249880682,0.249880682
Victoria,Vic,Melbourne - Inner East,400191,11,2019,2019-11,1,1,0.249880682,0.249880682
Victoria,Vic,Melbourne - Inner East,400191,12,2018,2018-12,1,1,0.249880682,0.249880682
Victoria,Vic,Melbourne - Inner South,450242,1,2015,2015-1,2,2,0.444205561,0.444205561
Victoria,Vic,Melbourne - Inner South,450242,1,2016,2016-1,2,2,0.444205561,0.444205561
Victoria,Vic,Melbourne - Inner South,450242,1,2017,2017-1,2,2,0.444205561,0.444205561
Victoria,Vic,Melbourne - Inner South,450242,1,2018,2018-1,1,1,0.22210278,0.22210278
Victoria,Vic,Melbourne - Inner South,450242,1,2020,2020-1,1,1,0.22210278,0.22210278
Victoria,Vic,Melbourne - Inner South,450242,2,2020,2020-2,1,1,0.22210278,0.22210278
Victoria,Vic,Melbourne - Inner South,450242,3,2015,2015-3,3,3,0.666308341,0.666308341
Victoria,Vic,Melbourne - Inner South,450242,3,2019,2019-3,1,1,0.22210278,0.22210278
Victoria,Vic,Melbourne - Inner South,450242,3,2021,2021-3,1,1,0.22210278,0.22210278
Victoria,Vic,Melbourne - Inner South,450242,5,2016,2016-5,1,1,0.22210278,0.22210278
Victoria,Vic,Melbourne - Inner South,450242,5,2019,2019-5,3,3,0.666308341,0.666308341
Victoria,Vic,Melbourne - Inner South,450242,5,2020,2020-5,2,2,0.444205561,0.444205561
Victoria,Vic,Melbourne - Inner South,450242,6,2016,2016-6,1,1,0.22210278,0.22210278
Victoria,Vic,Melbourne - Inner South,450242,6,2017,2017-6,1,1,0.22210278,0.22210278
Victoria,Vic,Melbourne - Inner South,450242,6,2021,2021-6,3,3,0.666308341,0.666308341
Victoria,Vic,Melbourne - Inner South,450242,7,2017,2017-7,3,3,0.666308341,0.666308341
Victoria,Vic,Melbourne - Inner South,450242,8,2016,2016-8,1,1,0.22210278,0.22210278
Victoria,Vic,Melbourne - Inner South,450242,8,2017,2017-8,1,1,0.22210278,0.22210278
Victoria,Vic,Melbourne - Inner South,450242,8,2019,2019-8,1,1,0.22210278,0.22210278
Victoria,Vic,Melbourne - Inner South,450242,8,2021,2021-8,2,2,0.444205561,0.444205561
Victoria,Vic,Melbourne - Inner South,450242,9,2016,2016-9,1,1,0.22210278,0.22210278
Victoria,Vic,Melbourne - Inner South,450242,9,2017,2017-9,1,1,0.22210278,0.22210278
Victoria,Vic,Melbourne - Inner South,450242,10,2016,2016-10,1,1,0.22210278,0.22210278
Victoria,Vic,Melbourne - Inner South,450242,10,2017,2017-10,1,1,0.22210278,0.22210278
Victoria,Vic,Melbourne - Inner South,450242,10,2018,2018-10,2,2,0.444205561,0.444205561
Victoria,Vic,Melbourne - Inner South,450242,11,2015,2015-11,3,3,0.666308341,0.666308341
Victoria,Vic,Melbourne - Inner South,450242,11,2016,2016-11,2,2,0.444205561,0.444205561
Victoria,Vic,Melbourne - Inner South,450242,11,2017,2017-11,2,2,0.444205561,0.444205561
Victoria,Vic,Melbourne - Inner South,450242,11,2018,2018-11,1,1,0.22210278,0.22210278
Victoria,Vic,Melbourne - Inner South,450242,11,2020,2020-11,1,1,0.22210278,0.22210278
Victoria,Vic,Melbourne - Inner South,450242,12,2017,2017-12,1,1,0.22210278,0.22210278
Victoria,Vic,Melbourne - Inner South,450242,12,2019,2019-12,1,1,0.22210278,0.22210278
Victoria,Vic,Melbourne - North East,566199,1,2018,2018-1,2,2,0.353232697,0.353232697
Victoria,Vic,Melbourne - North East,566199,1,2019,2019-1,2,2,0.353232697,0.353232697
Victoria,Vic,Melbourne - North East,566199,1,2020,2020-1,1,2,0.176616349,0.353232697
Victoria,Vic,Melbourne - North East,566199,2,2015,2015-2,2,2,0.353232697,0.353232697
Victoria,Vic,Melbourne - North East,566199,2,2016,2016-2,2,2,0.353232697,0.353232697
Victoria,Vic,Melbourne - North East,566199,2,2019,2019-2,3,3,0.529849046,0.529849046
Victoria,Vic,Melbourne - North East,566199,2,2020,2020-2,2,3,0.353232697,0.529849046
Victoria,Vic,Melbourne - North East,566199,2,2021,2021-2,2,2,0.353232697,0.353232697
Victoria,Vic,Melbourne - North East,566199,3,2015,2015-3,2,2,0.353232697,0.353232697
Victoria,Vic,Melbourne - North East,566199,3,2016,2016-3,1,1,0.176616349,0.176616349
Victoria,Vic,Melbourne - North East,566199,3,2018,2018-3,2,2,0.353232697,0.353232697
Victoria,Vic,Melbourne - North East,566199,3,2019,2019-3,1,1,0.176616349,0.176616349
Victoria,Vic,Melbourne - North East,566199,4,2015,2015-4,1,1,0.176616349,0.176616349
Victoria,Vic,Melbourne - North East,566199,4,2016,2016-4,3,3,0.529849046,0.529849046
Victoria,Vic,Melbourne - North East,566199,4,2017,2017-4,1,1,0.176616349,0.176616349
Victoria,Vic,Melbourne - North East,566199,4,2018,2018-4,1,1,0.176616349,0.176616349
Victoria,Vic,Melbourne - North East,566199,4,2019,2019-4,1,1,0.176616349,0.176616349
Victoria,Vic,Melbourne - North East,566199,4,2020,2020-4,2,2,0.353232697,0.353232697
Victoria,Vic,Melbourne - North East,566199,5,2016,2016-5,3,3,0.529849046,0.529849046
Victoria,Vic,Melbourne - North East,566199,5,2017,2017-5,2,2,0.353232697,0.353232697
Victoria,Vic,Melbourne - North East,566199,5,2018,2018-5,2,2,0.353232697,0.353232697
Victoria,Vic,Melbourne - North East,566199,5,2021,2021-5,3,3,0.529849046,0.529849046
Victoria,Vic,Melbourne - North East,566199,6,2015,2015-6,1,1,0.176616349,0.176616349
Victoria,Vic,Melbourne - North East,566199,6,2016,2016-6,2,2,0.353232697,0.353232697
Victoria,Vic,Melbourne - North East,566199,6,2017,2017-6,1,1,0.176616349,0.176616349
Victoria,Vic,Melbourne - North East,566199,6,2020,2020-6,2,2,0.353232697,0.353232697
Victoria,Vic,Melbourne - North East,566199,7,2015,2015-7,3,3,0.529849046,0.529849046
Victoria,Vic,Melbourne - North East,566199,7,2017,2017-7,2,2,0.353232697,0.353232697
Victoria,Vic,Melbourne - North East,566199,7,2018,2018-7,1,1,0.176616349,0.176616349
Victoria,Vic,Melbourne - North East,566199,7,2021,2021-7,1,2,0.176616349,0.353232697
Victoria,Vic,Melbourne - North East,566199,8,2017,2017-8,2,2,0.353232697,0.353232697
Victoria,Vic,Melbourne - North East,566199,8,2018,2018-8,1,1,0.176616349,0.176616349
Victoria,Vic,Melbourne - North East,566199,8,2021,2021-8,2,3,0.353232697,0.529849046
Victoria,Vic,Melbourne - North East,566199,9,2015,2015-9,1,1,0.176616349,0.176616349
Victoria,Vic,Melbourne - North East,566199,9,2016,2016-9,1,1,0.176616349,0.176616349
Victoria,Vic,Melbourne - North East,566199,10,2015,2015-10,1,1,0.176616349,0.176616349
Victoria,Vic,Melbourne - North East,566199,10,2020,2020-10,1,1,0.176616349,0.176616349
Victoria,Vic,Melbourne - North East,566199,11,2018,2018-11,1,1,0.176616349,0.176616349
Victoria,Vic,Melbourne - North East,566199,11,2020,2020-11,3,3,0.529849046,0.529849046
Victoria,Vic,Melbourne - North East,566199,12,2016,2016-12,2,2,0.353232697,0.353232697
Victoria,Vic,Melbourne - North East,566199,12,2017,2017-12,2,2,0.353232697,0.353232697
Victoria,Vic,Melbourne - North East,566199,12,2019,2019-12,2,2,0.353232697,0.353232697
Victoria,Vic,Melbourne - North East,566199,12,2020,2020-12,1,1,0.176616349,0.176616349
Victoria,Vic,Melbourne - North West,429721,1,2016,2016-1,1,2,0.23270913,0.46541826
Victoria,Vic,Melbourne - North West,429721,1,2018,2018-1,2,2,0.46541826,0.46541826
Victoria,Vic,Melbourne - North West,429721,1,2020,2020-1,1,1,0.23270913,0.23270913
Victoria,Vic,Melbourne - North West,429721,2,2016,2016-2,1,1,0.23270913,0.23270913
Victoria,Vic,Melbourne - North West,429721,2,2017,2017-2,1,1,0.23270913,0.23270913
